%Y-%m-%d;SBI;SPI;SII;LP25;LP40;LP60
2006-09-13;98.81;6397.76;198.643;124.42;120.31;113.56
2006-09-14;98.73;6376.73;198.984;124.3;120.16;113.39
2006-09-15;98.78;6411.43;198.805;124.65;120.62;113.99
2006-09-18;98.55;6435.75;198.637;124.41;120.44;113.84
2006-09-19;98.68;6419.24;198.466;124.43;120.36;113.66
2006-09-20;98.85;6498.32;198.28;124.78;120.78;114.13
2006-09-21;98.9;6524.18;198.239;124.97;120.99;114.37
2006-09-22;99.09;6464.5;198.652;124.59;120.31;113.31
2006-09-25;99.3;6446.96;198.028;124.83;120.54;113.55
2006-09-26;99.35;6530.12;198.685;125.26;121.16;114.38
2006-09-27;99.23;6553.68;198.438;125.37;121.4;114.77
2006-09-28;99.23;6558.31;198.376;125.49;121.57;115.02
2006-09-29;99.1;6567.56;199.105;125.51;121.66;115.18
2006-10-02;99.1;6534.75;197.873;125.27;121.3;114.68
2006-10-03;99.02;6538.83;198.054;125.2;121.24;114.64
2006-10-04;99.21;6582.51;197.71;125.72;121.88;115.42
2006-10-05;99.18;6629.85;198.354;125.97;122.28;116
2006-10-06;99.12;6636.58;197.917;125.95;122.3;116.07
2006-10-09;99.1;6656.83;198.09;126.01;122.38;116.17
2006-10-10;98.9;6716.92;197.826;126.13;122.69;116.71
2006-10-11;98.94;6724.09;198.4;126.2;122.75;116.75
2006-10-12;98.81;6752.66;199.048;126.3;122.99;117.16
2006-10-13;98.69;6738.76;199.396;126.33;123.12;117.42
2006-10-16;98.65;6726.39;198.76;126.33;123.13;117.47
2006-10-17;98.77;6656.12;199.146;126.12;122.73;116.84
2006-10-18;98.71;6717.33;198.725;126.35;123.1;117.38
2006-10-19;98.55;6724.17;198.837;126.08;122.81;117.06
2006-10-20;98.56;6741.73;198.486;126.12;122.87;117.13
2006-10-23;98.38;6779;198.244;126.26;123.18;117.66
2006-10-24;98.39;6755.23;198.308;126.28;123.2;117.67
2006-10-25;98.32;6774.49;198.648;126.32;123.29;117.83
2006-10-26;98.36;6770.31;198.409;126.35;123.31;117.83
2006-10-27;98.58;6788.27;198.462;126.39;123.2;117.52
2006-10-30;98.75;6755.83;198.362;126.38;123.08;117.26
2006-10-31;99.03;6700.4;198.676;126.49;123.05;117.08
2006-11-01;99.27;6733.15;198.385;126.74;123.25;117.21
2006-11-02;99.25;6756.27;198.784;126.76;123.29;117.27
2006-11-03;99.21;6796.92;198.84;126.98;123.64;117.76
2006-11-06;99.16;6870.58;199.786;127.32;124.17;118.53
2006-11-07;99.52;6897.22;200.575;127.61;124.39;118.64
2006-11-08;99.4;6856.47;201.296;127.48;124.27;118.55
2006-11-09;99.49;6852.48;201.978;127.45;124.15;118.3
2006-11-10;99.58;6834.18;201.015;127.39;124;118.05
2006-11-13;99.44;6844.59;200.948;127.37;124.05;118.18
2006-11-14;99.51;6834.88;201.494;127.55;124.27;118.46
2006-11-15;99.34;6881.16;201.24;127.63;124.49;118.84
2006-11-16;99.36;6881.77;201.184;127.67;124.53;118.9
2006-11-17;99.41;6850.03;200.834;127.56;124.32;118.57
2006-11-20;99.56;6858.84;200.859;127.62;124.31;118.46
2006-11-21;99.55;6869.8;200.479;127.67;124.4;118.59
2006-11-22;99.57;6875.84;200.188;127.59;124.28;118.42
2006-11-23;99.48;6856.32;200.059;127.34;123.99;118.08
2006-11-24;99.56;6774.18;200.033;127.04;123.46;117.27
2006-11-27;99.43;6678.73;200.076;126.56;122.79;116.39
2006-11-28;99.5;6635.46;200.204;126.59;122.76;116.3
2006-11-29;99.46;6721.62;200.038;126.97;123.37;117.19
2006-11-30;99.5;6663.75;200.234;126.77;123.05;116.72
2006-12-01;99.48;6621.07;200.365;126.6;122.77;116.31
2006-12-04;99.43;6664.6;202.789;126.85;123.16;116.88
2006-12-05;99.31;6645.89;202.921;126.71;123.06;116.83
2006-12-06;99.26;6693.74;202.689;126.79;123.2;117.04
2006-12-07;99.13;6743.73;202.655;126.82;123.32;117.25
2006-12-08;98.97;6724.1;204.056;126.62;123.13;117.07
2006-12-11;98.68;6766.03;204.551;126.68;123.37;117.54
2006-12-12;98.69;6818.9;205.336;126.81;123.54;117.74
2006-12-13;98.7;6829.92;204.892;126.96;123.75;118.03
2006-12-14;98.73;6899.15;204.31;127.41;124.41;118.95
2006-12-15;98.66;6908.09;206.698;127.51;124.62;119.29
2006-12-18;98.36;6939.71;205.714;127.4;124.59;119.38
2006-12-19;98.28;6896.88;205.926;127.09;124.17;118.82
2006-12-20;98.46;6907.6;204.947;127.34;124.44;119.1
2006-12-21;98.45;6914.1;207.322;127.28;124.35;118.98
2006-12-22;98.52;6879.49;205.834;127.21;124.2;118.73
2006-12-25;98.52;6879.49;205.834;127.2;124.19;118.71
2006-12-26;98.52;6879.49;205.834;127.28;124.3;118.87
2006-12-27;98.41;6950.95;207.142;127.64;124.89;119.75
2006-12-28;98.26;6936.82;206.926;127.41;124.66;119.51
2006-12-29;98.37;6929.18;206.511;127.47;124.65;119.42
2007-01-01;98.37;6929.18;206.511;127.47;124.65;119.42
2007-01-02;98.37;6929.18;206.511;127.52;124.73;119.53
2007-01-03;98.49;7032.74;206.762;127.97;125.29;120.19
2007-01-04;98.49;7033.64;207.05;128.02;125.36;120.3
2007-01-05;98.19;7015.51;206.932;127.65;124.99;119.92
2007-01-08;98.04;6983.72;206.66;127.5;124.83;119.76
2007-01-09;97.9;7006.67;206.787;127.53;124.94;119.98
2007-01-10;97.77;6996.38;206.393;127.38;124.79;119.82
2007-01-11;97.79;7091.34;206.606;127.76;125.36;120.62
2007-01-12;97.6;7129.93;206.372;127.78;125.54;120.99
2007-01-15;97.42;7188.17;207.16;127.9;125.8;121.42
2007-01-16;97.68;7171.38;208.071;128.06;125.87;121.39
2007-01-17;97.85;7197.25;207.296;128.2;125.97;121.43
2007-01-18;97.83;7197.03;206.91;128.23;126.01;121.49
2007-01-19;98.01;7232.38;207.177;128.55;126.39;121.92
2007-01-22;98.1;7200.17;207.314;128.56;126.31;121.74
2007-01-23;98.12;7196.52;207.732;128.46;126.17;121.54
2007-01-24;98.02;7240.03;208.422;128.78;126.71;122.36
2007-01-25;97.93;7227.5;208.637;128.44;126.26;121.76
2007-01-26;97.85;7158.49;209.291;128.31;126.1;121.6
2007-01-29;97.69;7211.84;210.069;128.35;126.23;121.82
2007-01-30;97.68;7242.25;211.797;128.49;126.45;122.13
2007-01-31;97.65;7241.78;211.807;128.43;126.37;122.03
2007-02-01;97.75;7307.27;211.917;128.71;126.75;122.53
2007-02-02;97.89;7340.04;212.371;128.99;127.08;122.92
2007-02-05;98.01;7340.21;213.021;129.11;127.17;122.97
2007-02-06;97.98;7346.91;212.56;129.09;127.17;122.98
2007-02-07;97.91;7368.52;211.441;129.07;127.17;123.01
2007-02-08;97.95;7323.81;212.181;129.16;127.23;123.04
2007-02-09;97.86;7371.58;211.915;129.18;127.32;123.22
2007-02-12;97.85;7341.4;211.344;129.06;127.14;122.95
2007-02-13;97.71;7323.91;211.642;129.04;127.18;123.09
2007-02-14;97.73;7374.17;212.04;129.25;127.48;123.5
2007-02-15;97.85;7385.15;211.587;129.35;127.56;123.54
2007-02-16;97.79;7407.77;211.206;129.32;127.55;123.55
2007-02-19;97.7;7414.4;209.321;129.25;127.5;123.52
2007-02-20;97.66;7390.19;210.328;129.28;127.53;123.58
2007-02-21;97.77;7317.24;211.033;129.25;127.41;123.35
2007-02-22;97.65;7345.89;210.894;129.29;127.55;123.62
2007-02-23;97.71;7340.8;210.969;129.18;127.34;123.28
2007-02-26;97.87;7315.13;210.392;129.32;127.44;123.32
2007-02-27;98.02;7058.26;210.309;128.33;125.78;120.85
2007-02-28;98.05;6974.44;210.251;127.99;125.26;120.1
2007-03-01;98.14;6960.79;210.124;127.95;125.11;119.82
2007-03-02;98.04;6977.27;209.947;127.69;124.77;119.35
2007-03-05;98.12;6877.09;210.859;127.28;124.06;118.29
2007-03-06;98.03;6957.55;209.947;127.67;124.72;119.29
2007-03-07;97.85;7040.07;209.818;127.72;124.89;119.58
2007-03-08;97.74;7124.53;210.285;128.19;125.65;120.69
2007-03-09;97.62;7126.88;210.849;128.22;125.77;120.92
2007-03-12;97.8;7104.3;210.593;128.28;125.73;120.77
2007-03-13;97.85;7049.26;210.289;127.9;125.1;119.82
2007-03-14;97.95;6853.21;209.648;127.26;124.08;118.36
2007-03-15;97.97;6955.09;211.318;127.67;124.7;119.23
2007-03-16;97.92;6962.95;211.485;127.51;124.48;118.92
2007-03-19;97.7;7064.57;211.994;127.87;125.15;119.97
2007-03-20;97.71;7094;212.626;128.12;125.51;120.48
2007-03-21;97.65;7146.91;213.954;128.43;126.02;121.24
2007-03-22;97.65;7247.45;215.188;128.71;126.46;121.85
2007-03-23;97.56;7259.77;215.265;128.78;126.63;122.15
2007-03-26;97.54;7204.92;215.319;128.61;126.37;121.8
2007-03-27;97.56;7170.75;215.093;128.48;126.16;121.49
2007-03-28;97.65;7100.32;214.988;128.2;125.68;120.77
2007-03-29;97.43;7179.96;215.708;128.47;126.2;121.6
2007-03-30;97.39;7183.53;215.32;128.51;126.28;121.72
2007-04-02;97.39;7173.11;215.557;128.39;126.11;121.48
2007-04-03;97.27;7247.63;216.799;128.72;126.68;122.36
2007-04-04;97.29;7257.11;216.46;128.89;126.91;122.66
2007-04-05;97.22;7293.49;216.696;128.86;126.91;122.69
2007-04-06;97.22;7293.49;216.696;128.86;126.9;122.68
2007-04-09;97.22;7293.49;216.696;129.13;127.29;123.23
2007-04-10;97.11;7339.8;216.676;129.07;127.26;123.23
2007-04-11;97.13;7332.14;216.39;129.08;127.25;123.19
2007-04-12;97.05;7309.08;216.506;128.96;127.13;123.07
2007-04-13;96.8;7365.76;216.606;128.94;127.26;123.37
2007-04-16;96.84;7435.69;216.811;129.32;127.8;124.12
2007-04-17;96.95;7407.32;216.652;129.35;127.77;124.01
2007-04-18;97.14;7446.56;215.978;129.49;127.86;124.03
2007-04-19;97;7447.89;216.005;129.26;127.59;123.69
2007-04-20;96.91;7558.24;216.01;129.71;128.31;124.75
2007-04-23;96.98;7585.84;215.435;129.86;128.47;124.91
2007-04-24;97.05;7546.47;214.908;129.65;128.1;124.34
2007-04-25;97.01;7613.98;214.439;129.88;128.48;124.9
2007-04-26;96.91;7655.55;214.661;129.95;128.66;125.2
2007-04-27;96.85;7609.91;214.39;129.76;128.38;124.82
2007-04-30;97.05;7620.11;215.724;130.01;128.57;124.92
2007-05-01;97.05;7620.11;215.724;130.18;128.8;125.24
2007-05-02;96.82;7634.1;216.145;130.07;128.83;125.46
2007-05-03;96.68;7594.94;216.592;129.95;128.75;125.46
2007-05-04;96.68;7644.82;216.782;130.09;128.97;125.75
2007-05-07;96.61;7647.57;216.872;130.14;129.08;125.94
2007-05-08;96.74;7587.88;215.962;130.24;129.12;125.93
